DATE_REPORTED,KPI_GROUP1,OVERALL_TESTED_TST,TOTAL_RESIDENTS_TESTED_TST,TOTAL_POSITIVES_TST,NO_DEATH_TST,NO_RECOVERED_TST,KPI_GROUP2,TOTAL_ICU_BEDS_HOS,ICU_BEDS_AVAILABLE_HOS,TOTAL_VENTILATORS_HOS,VENTILATORS_IN_USE_HOS,VENTILATORS_AVAILABLE_HOS,TOTAL_COVID19_PATIS_DCHOS_HOS,TOTAL_COVID19_PATIENTS_ICU_HOS,TOTAL_COVID19_NON_DCHOS_HOS,KPI_GROUP3,TOTAL_POSITIVE_FEMS,TOTAL_POSITIVE_OUT_FEMS,PERSON_RETRND_TO_WORK_FEMS,PERSON_QUARANTINE_FEMS,OUT_POSITIVE_QUARANTINE_FEMS,RETURND_TO_WORK_FEMS,KPI_GROUP4,TOTAL_POSITIVE_PSMPD,TOTAL_POSITIVE_OUT_PSMPD,RECOVRD_RETURND_TO_WORK_PSMPD,PERSON_QUARANTINE_PSMPD,OUT_POSITIVE_QUARANTINE_PSMPD,RETURND_TO_WORK_PSMPD,LIVE_LOST_MPD,KPI_GROUP5,TOTAL_POSITIVE_PSDP,TOTAL_POSITIVE_OUT_PSDP,RECOVRD_RETURND_TO_WORK_PSDP,PERSON_QUARANTINE_PSDP,OUT_POSITIVE_QUARANTINE_PSDP,RETURND_TO_WORK_PSDP,LIVE_LOST_PERSONNEL_PSDP,KPI_GROUP6,TOTAL_POSITIVE_PSDR,TOTAL_POSITIVE_ISO_PSDR,RECOVRD_RES_PSDR,RES_QUARANTINE_PSDR,OUT_POSITIVE_QUARANTINE_PSDR,RETURND_TO_GP_PSDR,LIVE_LOST_RES_PSDR,KPI_GROUP7,TOTAL_POSITIVE_PSDYP,TOTAL_POSITIVE_OUT_PSDYP,RETURND_TO_WORK_PSDYP,PERSON_QUARANTINE_PSDYP,OUT_POSITIVE_QUARANTINE_PSDYP,RETURND_PER_TO_WORK_PSDYP,LIVE_LOST_PERSONNEL_PSDYP,KPI_GROUP8,TOTAL_POSITIVE_PSDYR,TOTAL_POSITIVE_OUT_PSDYR,RECOVRD_RES_PSDYR,RES_QUARANTINE_PSDYR,OUT_POSITIVE_QUARANTINE_PSDYR,NO_LONGER_ISO_QUAR_PSDYR,RETURND_TO_GP_PSDYR,KPI_GROUP9,TOTAL_POSITIVE_PSOUCP,TOTAL_POSITIVE_OUT_PSOUCP,RETURND_TO_WORK_PSOUCP,PERSON_QUARANTINE_PSOUCP,OUT_POSITIVE_QUARANTINE_PSOUCP,RETURND_PER_TO_WORK_PSOUCP,KPI_GROUP10,TOTAL_REMOTE_QTRN_SHELTER_DHS,TOTAL_REMOTE_QRTN_DHS,REMOTE_QUARN_SHELTER_DHS,LIVE_LOST_DHS,KPI_GROUP11,TOTAL_POSITIVE_SEHP,PERSON_QUARANTINE_SEHP,POSITIVE_OUT_QUARN_SEHP,RETURND_TO_WORK_SEHP,LIVE_LOST_SEHP,KPI_GROUP12,IIC_QRNT_ISLTD_POSITIVE_SEHI,IIC_QRNT_ISLTD_EXPO_SYM_SEHI,TOTAL_IIC_ISLD_QTRN_SEHI,TOTAL_RES_NOT_ISLTD_QRTN_SEHI,LIVE_LOST_SEHI,KPI_GROUP13,DDA_POSITIVE_HSDDS,DDA_RECOVERED_HSDDS,DDA_LIVE_LOST_HSDDS,KPI_GROUP14,TOTAL_POSITIVE_CFSA,PERSON_QUARANTINE_CFSA,RETURND_TO_WORK_CFSA,LIVE_LOST_CFSA,KPI_GROUP15,TOTAL_POSITIVE_DMVP,TOTAL_POSITIVE_OUT_DMVP,RECOVERED_RETURNED_WRK_DMVP,TOTAL_QUARN_DMVP,POSITIVE_OUT_QUARN_DMVP,RETURNED_TO_WORK_DMVP,LIVE_LOST_DMVP,KPI_GROUP16,TOTAL_POSITIVE_CONF_DCPSPWIP,TOTAL_RPRTD_PENDCONF_DCPSPWIP,TOTAL_CURR_QUARN_DCPSPWIP,KPI_GROUP17,TOTAL_POSITIVE_CONF_DCPSSPIPA,TOTAL_RPRTD_PENDCONF_DCPSSPIPA,TOTAL_CURR_QUARN_DCPSSPIPA,OBJECTID
2020/11/10 05:00:00+00,Testing,567072,270585,18379,657,14036,Hospitals,345,48,440,195,245,112,30,2144,Public Safety - FEMS,173,1,156,160,177,2453,Public Safety - MPD,287,30,256,63,93,2066,1,Public Safety - DOC - Personnel,105,3,101,0,3,323,1,Public Safety - DOC -Residents,217,0,208,102,102,1378,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,58,31,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,4,6,306,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,1,204,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,249
2020/11/11 05:00:00+00,Testing,571530,271941,18507,657,14103,Hospitals,345,51,440,178,262,109,33,2244,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,353,67,31,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,4,6,306,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,1,204,56,14,Human Services - DDS,259,220,32,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,250
2020/11/12 05:00:00+00,Testing,577601,273322,18666,657,14160,Hospitals,345,49,440,186,254,115,34,2193,Public Safety - FEMS,175,19,156,129,148,2456,Public Safety - MPD,289,30,258,73,103,2070,1,Public Safety - DOC - Personnel,106,4,101,0,4,323,1,Public Safety - DOC -Residents,217,0,208,113,11,1365,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,57,27,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,4,6,306,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,1,204,56,14,Human Services - DDS,261,220,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,251
2020/11/13 05:00:00+00,Testing,583319,274710,18814,658,14160,Hospitals,345,44,440,188,252,113,34,2166,Public Safety - FEMS,175,20,156,123,143,2472,Public Safety - MPD,292,31,260,89,120,2060,1,Public Safety - DOC - Personnel,107,6,101,0,6,323,1,Public Safety - DOC -Residents,217,0,208,103,103,1365,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,92,92,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,59,27,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,4,6,306,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,1,204,56,14,Human Services - DDS,262,220,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,252
2020/11/14 05:00:00+00,Testing,588620,276257,18977,660,14182,Hospitals,345,76,440,202,238,104,33,2096,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,353,61,27,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,4,6,306,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,1,204,56,14,Human Services - DDS,262,220,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,253
2020/11/15 05:00:00+00,Testing,590352,276784,19064,660,14271,Hospitals,345,53,440,179,261,101,33,2035,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,353,65,27,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,4,6,306,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,1,204,56,14,Human Services - DDS,262,220,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,254
2020/11/16 05:00:00+00,Testing,596742,278786,19309,660,14336,Hospitals,345,63,440,164,276,112,36,2039,Public Safety - FEMS,182,26,156,128,153,2504,Public Safety - MPD,296,32,263,85,117,2075,1,Public Safety - DOC - Personnel,109,7,101,0,7,323,1,Public Safety - DOC -Residents,217,0,208,102,102,1359,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,87,87,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,77,39,21,Saint Elizabeths Hospital (SEH-Personnel) ,147,4,6,306,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,1,204,56,14,Human Services - DDS,268,220,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,255
2020/11/17 05:00:00+00,Testing,601412,280287,19465,665,14477,Hospitals,345,48,440,172,268,127,35,2152,Public Safety - FEMS,186,28,158,133,161,2521,Public Safety - MPD,302,38,263,85,123,2079,1,Public Safety - DOC - Personnel,110,8,101,0,8,323,1,Public Safety - DOC -Residents,217,0,208,91,91,1370,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,88,88,0,0,Public Safety - OUC -Personnel,18,1,17,0,1,89,Human Services - DHS,353,78,35,21,Saint Elizabeths Hospital (SEH-Personnel) ,148,2,5,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,1,205,56,14,Human Services - DDS,268,220,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,256
2020/11/18 05:00:00+00,Testing,607834,282214,19678,667,14589,Hospitals,345,43,440,155,285,122,34,2169,Public Safety - FEMS,186,28,158,132,160,2527,Public Safety - MPD,303,39,263,99,138,2074,1,Public Safety - DOC - Personnel,110,8,101,0,8,323,1,Public Safety - DOC -Residents,217,0,208,180,180,1481,1,Public Safety - DYRS - Personnel,39,1,38,0,1,198,1,Public Safety - DYRS -Residents,16,0,0,88,88,0,0,Public Safety - OUC -Personnel,20,2,18,1,3,90,Human Services - DHS,355,85,39,21,Saint Elizabeths Hospital (SEH-Personnel) ,148,3,6,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,0,204,56,14,Human Services - DDS,268,220,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,0,,0,DCPS Students Particpating in In-Person Activities,0,,0,257
2020/11/19 05:00:00+00,Testing,612204,283503,19808,669,14699,Hospitals,345,55,440,154,286,126,28,2156,Public Safety - FEMS,193,38,158,143,178,2532,Public Safety - MPD,304,38,265,91,129,2086,1,Public Safety - DOC - Personnel,111,9,101,0,9,323,1,Public Safety - DOC -Residents,218,0,208,180,190,1290,1,Public Safety - DYRS - Personnel,39,0,38,0,1,198,1,Public Safety - DYRS -Residents,16,0,0,87,87,0,0,Public Safety - OUC -Personnel,20,2,18,1,3,90,Human Services - DHS,355,92,39,21,Saint Elizabeths Hospital (SEH-Personnel) ,150,5,8,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,0,204,56,14,Human Services - DDS,270,220,33,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,0,,0,DCPS Students Particpating in In-Person Activities,0,,0,258
2020/11/20 05:00:00+00,Testing,620958,285919,19961,670,14821,Hospitals,345,54,440,193,247,122,31,2141,Public Safety - FEMS,193,33,160,143,176,2544,Public Safety - MPD,313,47,265,102,149,2076,1,Public Safety - DOC - Personnel,111,9,101,0,9,323,1,Public Safety - DOC -Residents,218,0,208,180,181,1303,1,Public Safety - DYRS - Personnel,39,0,38,0,0,198,1,Public Safety - DYRS -Residents,16,0,16,89,89,0,0,Public Safety - OUC -Personnel,20,2,18,1,3,90,Human Services - DHS,356,98,56,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,7,10,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,0,204,55,14,Human Services - DDS,270,220,34,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,0,,0,DCPS Students Particpating in In-Person Activities,0,,0,259
2020/11/21 05:00:00+00,Testing,630532,288324,20151,670,14882,Hospitals,345,44,440,197,243,136,33,2062,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,357,96,53,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,7,10,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,0,204,55,14,Human Services - DDS,270,220,34,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,260
2020/11/22 05:00:00+00,Testing,639461,291028,20290,672,14935,Hospitals,345,49,440,189,251,135,34,1984,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,357,89,54,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,7,10,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,0,199,55,14,Human Services - DDS,276,220,34,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,261
2020/11/23 05:00:00+00,Testing,645789,292832,20409,673,15085,Hospitals,345,61,440,164,276,134,36,1992,Public Safety - FEMS,199,36,163,157,193,2560,Public Safety - MPD,326,57,268,130,187,2066,1,Public Safety - DOC - Personnel,113,10,102,0,0,324,1,Public Safety - DOC -Residents,218,1,208,199,200,1293,1,Public Safety - DYRS - Personnel,38,0,39,0,0,199,1,Public Safety - DYRS -Residents,16,0,16,88,88,0,0,Public Safety - OUC -Personnel,20,2,18,1,3,90,Human Services - DHS,357,94,62,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,7,10,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),84,0,199,55,14,Human Services - DDS,276,220,34,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,0,,0,DCPS Students Particpating in In-Person Activities,0,,0,262
2020/11/24 05:00:00+00,Testing,650235,294297,20516,677,15281,Hospitals,345,46,440,175,265,134,38,2054,Public Safety - FEMS,201,38,163,165,203,2577,Public Safety - MPD,329,59,269,124,183,2080,1,Public Safety - DOC - Personnel,114,1,102,0,0,324,1,Public Safety - DOC -Residents,218,1,208,189,200,1293,1,Public Safety - DYRS - Personnel,39,0,39,0,0,199,1,Public Safety - DYRS -Residents,16,0,16,88,88,0,0,Public Safety - OUC -Personnel,20,2,18,1,3,90,Human Services - DHS,357,100,70,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,8,11,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),87,3,198,55,14,Human Services - DDS,280,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,0,,0,DCPS Students Particpating in In-Person Activities,0,,0,263
2020/11/25 05:00:00+00,Testing,663201,297433,20736,677,15401,Hospitals,345,55,440,176,264,146,30,2076,Public Safety - FEMS,202,38,164,156,194,2585,Public Safety - MPD,330,59,270,118,177,2103,1,Public Safety - DOC - Personnel,114,11,102,0,0,324,1,Public Safety - DOC -Residents,218,1,208,188,200,1286,1,Public Safety - DYRS - Personnel,39,0,39,0,0,199,1,Public Safety - DYRS -Residents,16,0,16,89,89,0,0,Public Safety - OUC -Personnel,20,2,18,1,3,90,Human Services - DHS,358,99,70,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,8,11,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),87,3,200,55,14,Human Services - DDS,280,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,3,3,18,DCPS Students Particpating in In-Person Activities,0,1,16,264
2020/11/26 05:00:00+00,Testing,672439,299962,20937,677,15476,Hospitals,345,59,440,182,258,149,34,1896,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,358,88,70,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,8,11,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),87,3,203,55,14,Human Services - DDS,280,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,265
2020/11/27 05:00:00+00,Testing,685338,304033,21308,678,15603,Hospitals,345,63,440,174,266,157,41,1862,Public Safety - FEMS,205,41,164,137,178,2600,Public Safety - MPD,335,64,270,113,177,2125,1,Public Safety - DOC - Personnel,115,12,102,0,0,324,1,Public Safety - DOC -Residents,218,1,208,121,204,1268,1,Public Safety - DYRS - Personnel,39,0,39,0,0,199,1,Public Safety - DYRS -Residents,16,0,16,91,89,0,0,Public Safety - OUC -Personnel,20,2,18,2,4,90,Human Services - DHS,359,90,75,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,8,11,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),87,3,203,55,14,Human Services - DDS,282,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,3,3,18,DCPS Students Particpating in In-Person Activities,0,1,16,266
2020/11/28 05:00:00+00,Testing,690342,305563,21448,680,15671,Hospitals,345,67,440,181,259,145,42,1887,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,359,102,91,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,8,11,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),87,3,203,55,14,Human Services - DDS,282,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,8,0,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,267
2020/11/29 05:00:00+00,Testing,695256,306447,21552,680,15746,Hospitals,345,73,440,178,262,158,43,1891,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,359,116,90,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,8,11,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),87,3,203,55,14,Human Services - DDS,290,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,11,3,6,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,268
2020/11/30 05:00:00+00,Testing,697409,307336,21685,685,15914,Hospitals,345,59,440,179,261,160,43,1952,Public Safety - FEMS,215,47,168,128,175,2856,Public Safety - MPD,341,68,272,125,193,2126,1,Public Safety - DOC - Personnel,116,11,104,0,11,326,1,Public Safety - DOC -Residents,218,1,208,121,204,1268,1,Public Safety - DYRS - Personnel,39,0,38,0,0,199,1,Public Safety - DYRS -Residents,16,0,16,91,89,0,0,Public Safety - OUC -Personnel,20,2,18,0,2,91,Human Services - DHS,359,117,92,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,7,10,312,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),87,3,203,55,14,Human Services - DDS,292,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,12,4,6,2,0,1,2,DCPS Personnel Working In-Person,5,4,28,DCPS Students Particpating in In-Person Activities,1,0,16,269
2020/12/01 05:00:00+00,Testing,701485,308164,21842,690,16070,Hospitals,345,43,440,189,251,165,41,2060,Public Safety - FEMS,224,56,168,120,176,2873,Public Safety - MPD,345,70,274,128,198,2129,1,Public Safety - DOC - Personnel,116,11,104,0,11,326,1,Public Safety - DOC -Residents,218,0,209,86,86,1395,1,Public Safety - DYRS - Personnel,39,0,38,0,0,199,1,Public Safety - DYRS -Residents,17,1,16,91,92,0,0,Public Safety - OUC -Personnel,20,2,18,0,2,91,Human Services - DHS,360,112,111,21,Saint Elizabeths Hospital (SEH-Personnel) ,152,7,10,312,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),87,3,203,55,14,Human Services - DDS,293,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,12,4,6,2,0,1,2,DCPS Personnel Working In-Person,5,5,34,DCPS Students Particpating in In-Person Activities,1,0,16,270
2020/12/02 05:00:00+00,Testing,709991,311349,22164,692,16268,Hospitals,345,53,440,184,256,185,49,2143,Public Safety - FEMS,225,56,169,122,178,2881,Public Safety - MPD,347,70,276,101,171,2166,1,Public Safety - DOC - Personnel,117,11,105,0,11,327,1,Public Safety - DOC -Residents,218,0,209,78,78,1388,1,Public Safety - DYRS - Personnel,39,0,38,0,0,199,1,Public Safety - DYRS -Residents,17,1,16,90,91,0,0,Public Safety - OUC -Personnel,20,1,19,1,2,92,Human Services - DHS,361,135,113,21,Saint Elizabeths Hospital (SEH-Personnel) ,162,18,21,311,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),88,4,203,55,14,Human Services - DDS,297,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,15,5,8,2,0,1,2,DCPS Personnel Working In-Person,5,5,34,DCPS Students Particpating in In-Person Activities,1,0,16,271
2020/12/03 05:00:00+00,Testing,718242,313394,22480,693,16374,Hospitals,345,56,440,190,250,194,51,2128,Public Safety - FEMS,233,63,170,114,177,2907,Public Safety - MPD,352,72,279,95,167,2166,1,Public Safety - DOC - Personnel,120,14,105,0,14,327,1,Public Safety - DOC -Residents,218,0,209,90,90,1383,1,Public Safety - DYRS - Personnel,39,0,38,0,0,199,1,Public Safety - DYRS -Residents,17,1,16,91,92,0,0,Public Safety - OUC -Personnel,20,0,20,0,0,95,Human Services - DHS,361,127,103,21,Saint Elizabeths Hospital (SEH-Personnel) ,165,23,28,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),88,4,203,55,14,Human Services - DDS,297,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,15,5,8,2,0,1,2,DCPS Personnel Working In-Person,5,5,34,DCPS Students Particpating in In-Person Activities,1,0,16,272
2020/12/04 05:00:00+00,Testing,727387,315818,22872,695,16596,Hospitals,345,53,440,200,240,193,54,2153,Public Safety - FEMS,233,63,170,123,186,2911,Public Safety - MPD,354,69,284,66,135,2211,1,Public Safety - DOC - Personnel,120,11,108,0,11,330,1,Public Safety - DOC -Residents,218,0,209,88,88,1381,1,Public Safety - DYRS - Personnel,39,0,38,0,0,199,1,Public Safety - DYRS -Residents,17,1,16,94,94,0,0,Public Safety - OUC -Personnel,20,0,20,1,1,95,Human Services - DHS,362,133,126,21,Saint Elizabeths Hospital (SEH-Personnel) ,165,23,28,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),88,4,203,55,14,Human Services - DDS,299,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,15,5,8,2,0,1,2,DCPS Personnel Working In-Person,10,0,31,DCPS Students Particpating in In-Person Activities,1,0,1,273
2020/12/05 05:00:00+00,Testing,734633,317806,23136,697,16665,Hospitals,345,50,440,197,243,171,50,2070,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,362,136,132,21,Saint Elizabeths Hospital (SEH-Personnel) ,165,23,28,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),88,4,203,55,14,Human Services - DDS,301,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,15,5,8,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,274
2020/12/06 05:00:00+00,Testing,739084,319187,23319,701,16733,Hospitals,345,52,440,202,238,176,51,2009,Public Safety - FEMS,,,,,,,Public Safety - MPD,,,,,,,,Public Safety - DOC - Personnel,,,,,,,,Public Safety - DOC -Residents,,,,,,,,Public Safety - DYRS - Personnel,,,,,,,,Public Safety - DYRS -Residents,,,,,,,,Public Safety - OUC -Personnel,,,,,,,Human Services - DHS,362,131,130,21,Saint Elizabeths Hospital (SEH-Personnel) ,165,23,28,308,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),89,5,203,55,14,Human Services - DDS,301,220,35,Human Services - CFSA,18,10,70,1,DMV Personnel,15,5,8,2,0,1,2,DCPS Personnel Working In-Person,,,,DCPS Students Particpating in In-Person Activities,,,,275
2020/12/07 05:00:00+00,Testing,745631,320985,23589,701,16884,Hospitals,345,51,440,207,233,205,55,2017,Public Safety - FEMS,238,62,176,137,19,2923,Public Safety - MPD,359,67,291,78,145,2213,1,Public Safety - DOC - Personnel,121,11,109,0,11,331,1,Public Safety - DOC -Residents,218,0,209,85,85,1393,1,Public Safety - DYRS - Personnel,39,0,38,0,0,199,1,Public Safety - DYRS -Residents,17,1,16,98,99,0,0,Public Safety - OUC -Personnel,20,0,20,1,1,95,Human Services - DHS,362,135,113,21,Saint Elizabeths Hospital (SEH-Personnel) ,174,29,34,310,1,Saint Elizabeths Hospital (SEH-Individuals in Care [IIC]),89,2,203,55,14,Human Services - DDS,306,220,36,Human Services - CFSA,18,10,70,1,DMV Personnel,15,5,8,2,0,1,2,DCPS Personnel Working In-Person,12,,11,DCPS Students Particpating in In-Person Activities,1,,0,276
